index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
272,20/05/2000,08:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
273,20/05/2000,09:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
274,20/05/2000,10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
275,20/05/2000,11:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
276,20/05/2000,12:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
277,20/05/2000,13:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
278,20/05/2000,14:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
279,20/05/2000,15:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
280,20/05/2000,16:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
281,20/05/2000,17:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
282,20/05/2000,18:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
283,20/05/2000,19:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
284,20/05/2000,20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
285,20/05/2000,21:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
286,20/05/2000,22:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
287,20/05/2000,23:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
288,21/05/2000,00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
289,21/05/2000,01:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
290,21/05/2000,02:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
291,21/05/2000,03:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
292,21/05/2000,04:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
293,21/05/2000,05:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
294,21/05/2000,06:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
295,21/05/2000,07:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
296,21/05/2000,08:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
297,21/05/2000,09:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
298,21/05/2000,10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
299,21/05/2000,11:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
300,21/05/2000,12:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
301,21/05/2000,13:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
302,21/05/2000,14:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
303,21/05/2000,15:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
304,21/05/2000,16:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
305,21/05/2000,17:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
306,21/05/2000,18:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
307,21/05/2000,19:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
308,21/05/2000,20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
309,21/05/2000,21:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
310,21/05/2000,22:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
311,21/05/2000,23:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
312,22/05/2000,00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
313,22/05/2000,01:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
314,22/05/2000,02:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
315,22/05/2000,03:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
316,22/05/2000,04:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
317,22/05/2000,05:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
318,22/05/2000,06:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
319,22/05/2000,07:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
320,22/05/2000,08:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
321,22/05/2000,09:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
322,22/05/2000,10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
323,22/05/2000,11:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
324,22/05/2000,12:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
325,22/05/2000,13:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
326,22/05/2000,14:00,0,1008.6,1008.7,1008.5,1716,28.8,24,28.9,27,24.5,22.7,83,71,75,156,1.9,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
327,22/05/2000,15:00,0,1008.4,1008.8,1008.4,1383,28.6,24.5,28.9,27.8,24.9,23.4,83,72,79,161,3.4,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
328,22/05/2000,16:00,0,1007.1,1008.4,1007.1,2781,30.1,22.8,30.1,28.2,24.8,22.8,80,65,65,121,3,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
329,22/05/2000,17:00,0,1005.7,1007.1,1005.7,3350,30.2,23.8,30.7,29.7,24.3,23,71,65,69,104,3.6,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
330,22/05/2000,18:00,0,1005.2,1005.7,1005.2,2336,30.1,23.1,30.7,29.3,24.6,22.8,74,65,66,100,3.3,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
331,22/05/2000,19:00,0,1004.6,1005.2,1004.3,2217,29.5,24.5,30.7,29.4,24.5,22.2,75,62,75,39,4.8,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
332,22/05/2000,20:00,0.8,1005.1,1005.2,1004.4,934,25.5,24.1,29.6,25.5,24.4,23.6,92,71,92,197,4,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
333,22/05/2000,21:00,0,1005.3,1005.3,1005,337,25.3,23.6,25.4,25.1,24.6,23.6,95,90,90,222,3.2,1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
334,22/05/2000,22:00,0,1005.6,1005.7,1005.3,86,24.8,23.9,25.3,24.7,23.9,23.6,95,90,95,210,3.7,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
335,22/05/2000,23:00,0,1005.7,1005.7,1005.5,-9999,25,24.1,25.1,24.8,24.2,23.9,96,95,95,261,2.7,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
336,23/05/2000,00:00,0,1007,1007,1005.7,-9999,24.8,24,25.2,24.5,24.1,23.9,97,93,96,141,2.1,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
337,23/05/2000,01:00,0,1008.1,1008.1,1006.9,-9999,25.1,23.9,25.1,24.7,24.1,23.8,96,93,93,122,2,1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
338,23/05/2000,02:00,1.6,1009.2,1009.4,1007.9,-9999,24.4,22.9,25.5,24.4,24.1,22.9,93,87,92,71,8.3,3.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
339,23/05/2000,03:00,1.8,1008.6,1009.1,1008.6,-9999,23.3,22.8,24.2,23.2,22.8,22.2,97,90,97,313,4.1,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
340,23/05/2000,04:00,0,1008,1008.6,1008,-9999,23.3,22.9,23.5,23.2,22.9,22.6,98,95,98,311,65.3,0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
341,23/05/2000,05:00,0,1007.6,1008,1007.6,-9999,23.1,22.7,23.4,23.1,23,22.6,98,97,98,41,0.6,0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
342,23/05/2000,06:00,0,1007.2,-9999,-9999,-9999,23.2,22.8,-9999,-9999,-9999,-9999,-9999,-9999,97,-9999,-9999,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
343,23/05/2000,07:00,0,1006.9,-9999,-9999,-9999,23.5,22.8,-9999,-9999,-9999,-9999,-9999,-9999,96,-9999,-9999,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
344,23/05/2000,08:00,0,1007,-9999,-9999,-9999,23.6,23,-9999,-9999,-9999,-9999,-9999,-9999,96,-9999,-9999,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
345,23/05/2000,09:00,0,1006.9,-9999,-9999,-9999,23.5,22.8,-9999,-9999,-9999,-9999,-9999,-9999,96,-9999,-9999,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
346,23/05/2000,10:00,0,1007.4,-9999,-9999,-9999,23.4,22.7,-9999,-9999,-9999,-9999,-9999,-9999,96,-9999,-9999,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
347,23/05/2000,11:00,0,1008.2,-9999,-9999,-9999,24,23.3,-9999,-9999,-9999,-9999,-9999,-9999,96,-9999,-9999,0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
348,23/05/2000,12:00,0,1008.7,-9999,-9999,-9999,25.5,23.3,-9999,-9999,-9999,-9999,-9999,-9999,88,-9999,-9999,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
349,23/05/2000,13:00,0,1009,-9999,-9999,-9999,26.8,23.8,-9999,-9999,-9999,-9999,-9999,-9999,84,-9999,-9999,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
350,23/05/2000,14:00,0,1009.1,-9999,-9999,-9999,27.9,23.6,-9999,-9999,-9999,-9999,-9999,-9999,78,-9999,-9999,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
351,23/05/2000,15:00,0,1008.8,-9999,-9999,-9999,28.9,23.6,-9999,-9999,-9999,-9999,-9999,-9999,73,-9999,-9999,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
352,23/05/2000,16:00,0,1007.8,-9999,-9999,-9999,29.6,23.6,-9999,-9999,-9999,-9999,-9999,-9999,70,-9999,-9999,2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
353,23/05/2000,17:00,0,1006.4,-9999,-9999,-9999,30.1,24.1,-9999,-9999,-9999,-9999,-9999,-9999,70,-9999,-9999,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
354,23/05/2000,18:00,0,1005.1,-9999,-9999,-9999,30.8,23.5,-9999,-9999,-9999,-9999,-9999,-9999,65,-9999,-9999,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
355,23/05/2000,19:00,0,1004.2,-9999,-9999,-9999,31,23.5,-9999,-9999,-9999,-9999,-9999,-9999,64,-9999,-9999,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
356,23/05/2000,20:00,0,1003.6,-9999,-9999,-9999,30.7,23.4,-9999,-9999,-9999,-9999,-9999,-9999,65,-9999,-9999,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
357,23/05/2000,21:00,0,1003.7,-9999,-9999,-9999,28.1,23.5,-9999,-9999,-9999,-9999,-9999,-9999,76,-9999,-9999,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
358,23/05/2000,22:00,0,1004.3,-9999,-9999,-9999,26.9,23,-9999,-9999,-9999,-9999,-9999,-9999,79,-9999,-9999,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
359,23/05/2000,23:00,0,1005,-9999,-9999,-9999,25.1,23.6,-9999,-9999,-9999,-9999,-9999,-9999,92,-9999,-9999,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
360,24/05/2000,00:00,0,1005.8,-9999,-9999,-9999,26.4,23,-9999,-9999,-9999,-9999,-9999,-9999,82,-9999,-9999,1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
361,24/05/2000,01:00,0,1006.6,-9999,-9999,-9999,24.9,23.3,-9999,-9999,-9999,-9999,-9999,-9999,91,-9999,-9999,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
362,24/05/2000,02:00,0,1007.3,-9999,-9999,-9999,24.3,23.2,-9999,-9999,-9999,-9999,-9999,-9999,93,-9999,-9999,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
363,24/05/2000,03:00,0,1007.4,-9999,-9999,-9999,25,24.1,-9999,-9999,-9999,-9999,-9999,-9999,95,-9999,-9999,0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
364,24/05/2000,04:00,0,1007.2,-9999,-9999,-9999,24.6,23.9,-9999,-9999,-9999,-9999,-9999,-9999,96,-9999,-9999,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
365,24/05/2000,05:00,0,1006.4,-9999,-9999,-9999,24.5,24,-9999,-9999,-9999,-9999,-9999,-9999,97,-9999,-9999,0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
366,24/05/2000,06:00,0,1005.9,-9999,-9999,-9999,24.9,24.1,-9999,-9999,-9999,-9999,-9999,-9999,95,-9999,-9999,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
367,24/05/2000,07:00,0,1005.7,-9999,-9999,-9999,24.5,23.9,-9999,-9999,-9999,-9999,-9999,-9999,96,-9999,-9999,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
368,24/05/2000,08:00,4.4,1005.5,-9999,-9999,-9999,24.9,24.4,-9999,-9999,-9999,-9999,-9999,-9999,97,-9999,-9999,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
369,24/05/2000,09:00,0,1005.8,-9999,-9999,-9999,24.8,24.4,-9999,-9999,-9999,-9999,-9999,-9999,97,-9999,-9999,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
370,24/05/2000,10:00,0,1006.7,-9999,-9999,-9999,24.8,24.3,-9999,-9999,-9999,-9999,-9999,-9999,97,-9999,-9999,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
371,24/05/2000,11:00,0,1007.3,-9999,-9999,-9999,25.3,24.7,-9999,-9999,-9999,-9999,-9999,-9999,97,-9999,-9999,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
372,24/05/2000,12:00,0,1008.1,-9999,-9999,-9999,26.1,24.7,-9999,-9999,-9999,-9999,-9999,-9999,92,-9999,-9999,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
373,24/05/2000,13:00,1,1008.2,-9999,-9999,-9999,26.5,25.3,-9999,-9999,-9999,-9999,-9999,-9999,93,-9999,-9999,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
374,24/05/2000,14:00,0,1008.1,-9999,-9999,-9999,27,25,-9999,-9999,-9999,-9999,-9999,-9999,89,-9999,-9999,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
375,24/05/2000,15:00,0,1007.6,-9999,-9999,-9999,29.2,24.8,-9999,-9999,-9999,-9999,-9999,-9999,77,-9999,-9999,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
376,24/05/2000,16:00,0,1006.7,-9999,-9999,-9999,30.5,24.9,-9999,-9999,-9999,-9999,-9999,-9999,72,-9999,-9999,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
377,24/05/2000,17:00,0,1005.5,-9999,-9999,-9999,30.9,23.9,-9999,-9999,-9999,-9999,-9999,-9999,66,-9999,-9999,2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
378,24/05/2000,18:00,0,1004.4,-9999,-9999,-9999,31.5,24.1,-9999,-9999,-9999,-9999,-9999,-9999,65,-9999,-9999,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
379,24/05/2000,19:00,1,1003.2,1004.4,1003.2,2152,27.1,25.7,31.9,27.1,25.7,24,92,64,92,161,5.4,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
380,24/05/2000,20:00,7.4,1004,1004,1003,240,25.2,24.5,27.1,24.2,25.6,23,96,88,96,244,53.4,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
381,24/05/2000,21:00,0,1004.4,1004.4,1004,108,24.1,23.2,25.3,24.1,24.4,23,96,91,94,163,5.6,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
382,24/05/2000,22:00,0,1004.4,1004.6,1004.4,48,24.1,23.3,24.4,24.1,23.4,23.1,95,94,95,178,3,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
383,24/05/2000,23:00,0,1005.4,1005.4,1004.4,-9999,23.9,23.1,24.3,23.9,23.3,23,96,94,95,144,3,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
384,25/05/2000,00:00,0,1005.9,1005.9,1005.4,-9999,24.2,23.5,24.2,23.9,23.5,23.1,96,94,96,154,1.7,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
385,25/05/2000,01:00,0,1006.4,1006.4,1005.9,-9999,24.6,23.4,24.6,23.8,23.6,23.2,97,93,93,80,2.5,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
386,25/05/2000,02:00,0,1006.5,1006.5,1006.1,-9999,23.6,23.1,24.5,23.5,23.4,23,97,93,97,19,2.1,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
387,25/05/2000,03:00,0,1006.3,1006.7,1006.2,-9999,23,22.5,23.7,22.9,23.1,22.4,97,95,97,141,51.2,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
388,25/05/2000,04:00,0,1005.9,1006.3,1005.9,-9999,23.3,22.4,23.6,23,22.7,22.4,97,94,95,145,2.5,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
389,25/05/2000,05:00,0,1005.5,1005.9,1005.5,-9999,22.8,22.4,23.3,22.7,22.5,22.2,98,95,98,286,1.5,0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
390,25/05/2000,06:00,0,1004.8,1005.5,1004.8,-9999,22.7,22.3,22.9,22.7,22.5,22.2,98,97,97,307,1,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
391,25/05/2000,07:00,0.2,1004.5,1004.8,1004.4,-9999,22.7,22.3,22.7,22.5,22.3,22.1,98,97,98,336,13.4,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
392,25/05/2000,08:00,0,1004.4,1004.5,1004.3,-9999,22.5,22.1,22.7,22.4,22.3,21.9,98,97,98,279,1.2,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
393,25/05/2000,09:00,0,1004.6,1004.6,1004.4,-9999,22.6,22.2,22.7,22.5,22.4,22.1,98,97,97,322,2,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
